lineup_id,tier,temperature,player_ids,total_salary,milp_projection,mean,median,p10,p90,std,skewness
39,2,0.8066666666666666,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,hunter henry,giants",60000,119.4,132.54993916005327,130.7199583064573,106.90362823762408,159.3073402768745,20.43099974644023,0.08956883541221787
1,1,0.0,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",60000,120.6,132.46064686369874,130.5810851696206,107.55770110773605,159.82648660644773,20.809252717860335,0.09032336334043091
9,1,0.0,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,titans",59900,119.9,132.28955329706537,130.41632739205,108.3158895676234,158.74081523492373,19.898356563864343,0.09413972953008468
27,2,0.4866666666666667,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,kyle pitts sr,titans",60000,119.5,131.9388569021015,130.1411184718505,108.94685968744992,157.35795556696922,19.239425203137213,0.0934403398890451
33,2,0.6466666666666667,"drake maye,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,michael pittman,kyle pitts sr,dolphins",59900,119.5,132.0297038045543,129.7021740442155,105.87116641034022,159.38470707708467,22.154991535955617,0.10505667567335396
12,1,0.0,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,saints",60000,119.9,131.34494248960792,129.506925735531,108.95214779276984,157.45320247942854,19.565753812106202,0.09394050296900092
48,2,1.0466666666666666,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,raiders",59800,119.3,131.90874164179962,129.05852277009984,108.43463971273813,158.170724684016,20.465354205526545,0.13927043935208785
32,2,0.6200000000000001,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,raiders",59900,119.5,131.38033773982465,128.51974456989583,106.03278695684682,160.00841548417773,21.99682676567877,0.13004571979409996
13,1,0.0,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,cardinals",59900,119.8,130.73859158362458,128.35769092624426,104.95165298128413,157.99651482199917,21.41302001725945,0.11118939110229456
16,1,0.0,"bo nix,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,wandale robinson,troy franklin,kyle pitts sr,chargers",60000,119.8,131.38999706198695,128.3280198323647,107.71268877423537,159.69939211039573,21.13296115553931,0.1448910641100406
40,2,0.8333333333333333,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,brenton strange,titans",60000,119.4,130.96525511226255,128.31291638459393,106.87448550619159,159.3279127467909,21.203608705206566,0.125089024445982
31,2,0.5933333333333333,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,falcons",60000,119.5,129.7757525215268,128.253930686667,105.83713031900254,156.272654766046,20.817752756653665,0.07310211878529609
10,1,0.0,"bo nix,devon achane,christian mccaffrey,treveyon henderson,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",59900,119.9,130.81404129054727,128.21386079130116,103.84550530065333,160.8690242896434,22.741217744715502,0.11433778650003583
47,2,1.02,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,hunter henry,titans",59900,119.3,130.30769983265273,128.16030944554393,106.26508111523962,157.85133017153183,20.875888277010375,0.10286462346484287
5,1,0.0,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,dolphins",60000,120.1,129.45785455027033,127.79326899964914,105.9777745233669,155.70478352833663,19.52238941370801,0.08526546189332558
43,2,0.9133333333333332,"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,dolphins",60000,119.4,129.76826370590567,127.67235891321451,103.92111416882783,158.23596995559154,22.127213964214643,0.0947206817849175
7,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,wandale robinson,troy franklin,michael pittman,kyle pitts sr,chargers",60000,120.0,129.04017804569608,127.23443367673629,105.0803851392215,154.52120522126398,20.870944745130807,0.08651953186647546
26,2,0.46,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,kyle pitts sr,falcons",60000,119.5,128.88666067601417,127.12812936533783,104.53255898926801,154.89753049558593,20.000610788533113,0.0879238803889209
38,2,0.78,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,dolphins",59900,119.4,129.49069449674738,126.81458781633319,106.219856561074,154.57641324466144,19.672937798968693,0.13602984504706164
36,2,0.7266666666666667,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,cardinals",59900,119.4,129.73261607925716,126.80643556984052,104.38897434650428,160.10247342330604,21.57882304946962,0.13560426825449876
30,2,0.5666666666666667,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,tre tucker,kyle pitts sr,chargers",60000,119.5,129.45973495406494,126.72958234926365,103.59033126130772,157.08582861928076,22.27558587400918,0.12256254988053047
46,2,0.9933333333333334,"bo nix,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,titans",59900,119.3,128.45198267080815,126.71971554561424,103.77577029483226,155.01033108930366,21.596953443519347,0.0802088650940589
4,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,wandale robinson,kyle pitts sr,titans",59900,120.2,128.01948112540845,125.96338370967797,103.42090615614012,155.6507654187124,20.218429088577466,0.10169422197553829
41,2,0.8599999999999999,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,alec pierce,kyle pitts sr,chargers",59800,119.4,127.45876802760246,125.86854972984841,104.48667448925671,151.5028652062929,19.58283231946195,0.08120471399704766
37,2,0.7533333333333334,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,michael pittman,kyle pitts sr,cardinals",59800,119.4,127.39730326708629,125.75397252106148,102.24454999531886,152.85906292043362,20.43340987658676,0.08042371566714282
17,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,hunter henry,saints",60000,119.7,127.28869684816787,125.70214253867414,103.17477761001075,152.20499061444536,19.969955969145843,0.07944706097224286
49,2,1.0733333333333337,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,courtland sutton,hunter henry,titans",60000,119.3,128.35276650647333,125.68577899932254,103.90890744322705,154.83615972599077,21.651847002412612,0.12317598156192482
34,2,0.6733333333333333,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,khalil shakir,kyle pitts sr,giants",59900,119.4,128.6220437786983,125.68225858369198,101.83591043612553,157.94231433134306,23.451344511385532,0.12535678683919674
21,2,0.3266666666666666,"drake maye,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,dolphins",60000,119.6,128.2445071347668,125.66041002853393,103.49739357098231,154.0022833846917,21.323125068711335,0.12118754159654849
3,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,hunter henry,titans",60000,120.4,128.66462884734727,125.64805521209959,103.9486696577459,157.79846084396783,21.888902224066765,0.13781292475832663
0,1,0.0,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",60000,120.7,128.66909896250976,125.44678693691662,103.2106673035456,157.91064061486887,22.735293780355573,0.14173170827365242
19,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,michael pittman,kyle pitts sr,vikings",60000,119.7,128.35703550253822,125.29510954152875,102.37377266164148,157.19115290875564,22.590394475335067,0.13554105769833236
25,2,0.4333333333333333,"matthew stafford,devon achane,christian mccaffrey,ashton jeanty,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,titans",59900,119.5,127.48806806806661,125.10871441266762,101.58317433147492,155.43750156424505,22.206687244614866,0.10714581734724891
22,2,0.3533333333333333,"bo nix,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,alec pierce,hunter henry,chargers",59900,119.6,127.17808818390256,124.92008809234564,101.86264388583827,155.42644692010282,21.48313247668185,0.10510571928967034
18,1,0.0,"drake maye,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,chargers",60000,119.7,127.08510076608319,124.85995943337801,102.19690994863761,154.2771420749629,21.831811596346043,0.1019219739454694
2,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,dolphins",60000,120.5,126.48066107460322,124.69209230497427,104.09892027921178,153.0693599363596,19.35015685856309,0.09243174526709075
20,2,0.3,"trevor lawrence,devon achane,christian mccaffrey,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",60000,119.7,127.2156384046608,124.69101591924775,103.56998132703427,154.98556095029258,19.96595099021045,0.12644639299429816
15,1,0.0,"cj stroud,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,chargers",60000,119.8,126.3637392984714,124.46966421368461,101.88957444660674,153.77379706425234,20.724750572956605,0.09139193632845646
6,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,troy franklin,kyle pitts sr,raiders",59900,120.0,126.9687891160466,124.35177593143052,100.77064829587036,155.79038383629208,22.910543062301528,0.1142274618938331
14,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,khalil shakir,kyle pitts sr,dolphins",59900,119.8,127.175094699805,124.29052051252762,102.55412502073055,154.31515329328693,21.961792434800014,0.1313451165628252
45,2,0.9666666666666668,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,michael pittman,jayden higgins,kyle pitts sr,chargers",60000,119.3,125.3888204136257,124.0536128046297,101.88749313532271,151.27748992437154,21.2415400669676,0.06285832405684944
24,2,0.4066666666666667,"matthew stafford,devon achane,christian mccaffrey,rj harvey,tetairoa mcmillan,troy franklin,alec pierce,kyle pitts sr,chargers",60000,119.6,127.16639751897407,123.93106183563134,102.01739810279108,155.75685248368063,22.062614781483898,0.1466433473723155
23,2,0.38,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,cardinals",59900,119.6,126.02484324502583,123.48425858452005,100.82829612146897,152.64158289254797,21.727443102442017,0.11692975784252505
11,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,tre tucker,kyle pitts sr,chargers",60000,119.9,125.41696302590263,123.47398490387658,102.07861321914785,151.98839275830528,20.437565912754295,0.09506895930368647
44,2,0.9400000000000002,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,oronde gadsden,titans",59900,119.3,125.90593739114995,123.23298115296308,100.9577697430267,155.13563330821913,21.488751932090246,0.12438862185361305
8,1,0.0,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,tetairoa mcmillan,alec pierce,kyle pitts sr,dolphins",60000,119.9,125.48459265900296,123.21726825646118,100.58154266551462,153.96052727561334,21.37250968856471,0.1060860158952179
35,2,0.7,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,courtland sutton,kyle pitts sr,cardinals",60000,119.4,126.19939254536895,122.93957307236307,101.53431979729142,154.90418721028135,21.459380508657485,0.15190650408993625
42,2,0.8866666666666667,"matthew stafford,devon achane,christian mccaffrey,rj harvey,jaylen waddle,troy franklin,michael pittman,kyle pitts sr,browns",60000,119.4,125.5474366236637,122.25939446720889,100.10607125942127,153.28634888181443,21.54223231938401,0.15263237846971783
29,2,0.54,"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,wandale robinson,troy franklin,kyle pitts sr,chargers",59900,119.5,123.03198251728224,120.57116652162046,100.55245755482026,147.05578859641273,19.638810045767602,0.12530372206497944
28,2,0.5133333333333333,"matthew stafford,devon achane,treveyon henderson,rj harvey,jaylen waddle,troy franklin,michael pittman,hunter henry,chargers",60000,119.5,122.21263421330656,120.13982285939616,98.21442373738115,148.68251571568672,21.092995963089564,0.09827012518930876
